,A,F_V_rise,F_V_down
0.0,-0.5555564717378831,0,1
0.01,0.08356240258417648,0,1
0.02,-0.07508142395793953,0,1
0.03,-0.027783325067616785,0,1
0.04,0.8981561412431559,0,1
0.05,-1.455415848601922,0,1
0.06,1.1473566548186755,0,1
0.07,1.1774176059955392,0,1
0.08,-2.049258029604448,0,1
0.09,0.6115836895803021,0,1
0.1,0.17240707931333057,0,1
0.11,0.21655183325430233,0,1
0.12,0.6683688852948447,0,1
0.13,0.2622344139088795,0,1
0.14,1.1877350296101388,0,1
0.15,-0.9032473955494797,0,1
0.16,-0.5255527603779261,0,1
0.17,-1.4739936012654002,0,1
0.18,1.312984818640663,0,1
0.19,0.2347514219920963,0,1
0.2,0.7617792013137595,0,1
0.21,-0.5406597065381524,0,1
0.22,-1.642116701060941,0,1
0.23,-0.5301187263062054,0,1
0.24,-0.552203090165645,0,1
0.25,0.44712954087840245,0,1
0.26,-1.1022172552469722,0,1
0.27,0.17656222160469115,0,1
0.28,2.4942349679614995,0,1
0.29,-0.4278891998422134,0,1
0.3,-0.8931237806931102,0,1
0.31,0.24848916016061576,0,1
0.32,-0.91220179542203,0,1
0.33,-0.3151373524482231,0,1
0.34,0.19880648533366743,0,1
0.35000000000000003,0.04785756513412033,0,1
0.36,-0.48965702278085843,0,1
0.37,-0.06851426307186642,0,1
0.38,1.0378317363691865,0,1
0.39,0.018444419149697203,0,1
0.4,0.06586279441035088,0,1
0.41000000000000003,1.4876189678094014,0,1
0.42,1.6089807144906496,0,1
0.43,0.23023745046954244,0,1
0.44,-1.2176584178525107,0,1
0.45,0.6766153541817185,0,1
0.46,-1.626329820841957,0,1
0.47000000000000003,-1.250846947475378,0,1
0.48,-0.46449444109451593,0,1
0.49,-0.5311412623396697,0,1
0.5,0.20390013770171167,0,1
0.51,0.21628429172004054,0,1
0.52,0.4276912521847549,0,1
0.53,-1.2747958220790903,0,1
0.54,-2.370999769106926,0,1
0.55,-1.0014276698202795,0,1
0.56,-0.5889452373636014,0,1
0.5700000000000001,-0.28945604195113256,0,1
0.58,1.9246220969115342,0,1
0.59,0.6658292996891207,0,1
0.6,0.06390530306560353,0,1
0.61,0.9854058343170886,0,1
0.62,0.8681752635572525,0,1
0.63,0.6559088630676184,0,1
0.64,0.4433867451150447,0,1
0.65,-0.5660887395614718,0,1
0.66,-1.120605035886192,0,1
0.67,0.42684759491220775,0,1
0.68,0.511934335290436,0,1
0.6900000000000001,0.45023148570368166,0,1
0.7000000000000001,1.7959763386167589,0,1
0.71,0.13079852705459,0,1
0.72,-0.34864148270248224,0,1
0.73,-0.8108329171388833,0,1
0.74,0.6397557187988173,0,1
0.75,0.054021723634867055,0,1
0.76,0.9888808741274135,0,1
0.77,0.3126361646611672,0,1
0.78,1.4738394513835833,0,1
0.79,-0.2972044764209296,0,1
0.8,1.0307907971437364,0,1
0.81,1.3029822297342066,0,1
0.8200000000000001,-0.24182771230649977,0,1
0.8300000000000001,-0.2242511497140207,0,1
0.84,-2.6246510830660466,0,1
0.85,0.2550637182393367,0,1
0.86,-0.5799431140367467,0,1
0.87,0.08415093423846276,0,1
0.88,-0.25681954413939,0,1
0.89,-0.3166345140756244,0,1
0.9,-0.23736633336441612,0,1
0.91,0.009868691793050176,0,1
0.92,-1.3403963565732728,0,1
0.93,-0.38146701327946464,0,1
0.9400000000000001,1.1624556625646227,0,1
0.9500000000000001,0.11759649679072076,0,1
0.96,1.1024377385214388,0,1
0.97,2.124806308995648,0,1
0.98,1.5259818146468547,0,1
0.99,0.02062038684375249,0,1
1.0,-0.060406835528421375,0,1
1.01,2.125548380391701,0,1
1.02,-1.1953872201590183,0,1
1.03,-0.9302945886298843,0,1
