,A,F_V_rise,F_V_down
0.0,-0.18033167689066854,0,1
0.01,-0.02228821809928866,0,1
0.02,1.8432515244036025,0,1
0.03,0.5414337176417957,0,1
0.04,-0.04873238691446501,0,1
0.05,0.5727465441270316,0,1
0.06,0.46140944910972376,0,1
0.07,0.27672776426224543,0,1
0.08,-0.3256784247375734,0,1
0.09,0.5280317305660351,0,1
0.1,-0.2967052587023749,0,1
0.11,0.09046331613714993,0,1
0.12,1.1098496408902956,0,1
0.13,-0.33728149431162757,0,1
0.14,-0.012740441137832419,0,1
0.15,-0.29674202037910746,0,1
0.16,-1.1949958679748527,0,1
0.17,0.007907417214567525,0,1
0.18,-1.424022716741938,0,1
0.19,0.9130086605752783,0,1
0.2,-0.9947891594677941,0,1
0.21,-1.8985660034048892,0,1
0.22,0.9803749699688894,0,1
0.23,-0.9345223179243828,0,1
0.24,0.8455870812813978,0,1
0.25,-1.5199920431775893,0,1
0.26,-0.286950351715358,0,1
0.27,0.18135390864556775,0,1
0.28,-0.7538979616411513,0,1
0.29,-1.1701392036845777,0,1
0.3,-1.5093812565069384,0,1
0.31,0.3697278733011014,0,1
0.32,0.49100436443059486,0,1
0.33,-1.5789782307579696,0,1
0.34,-0.996739515959503,0,1
0.35000000000000003,0.28134103665845106,0,1
0.36,1.1420806257250782,0,1
0.37,-1.1225478623808196,0,1
0.38,-1.3911174960841834,0,1
0.39,-1.3608379934136339,0,1
0.4,-0.2643932977967269,0,1
0.41000000000000003,-0.71388335990628,0,1
0.42,0.43202616731778676,0,1
0.43,0.15799666863328948,0,1
0.44,-0.06127297365122292,0,1
0.45,-1.2891558122470559,0,1
0.46,1.4915223218241043,0,1
0.47000000000000003,-0.8406008743598048,0,1
0.48,-1.0157709908139614,0,1
0.49,-0.6724997573988031,0,1
0.5,-0.7843477024574917,0,1
0.51,-1.687816215217989,0,1
0.52,-0.34206164303924985,0,1
0.53,0.21388506282985104,0,1
0.54,0.8974977764743096,0,1
0.55,0.5088361713761977,0,1
0.56,-1.4576177366821346,0,1
0.5700000000000001,-0.24699568641315126,0,1
0.58,-0.32567533703812335,0,1
0.59,-0.7530860005267405,0,1
0.6,-2.0619185162380806,0,1
0.61,1.2264610172378096,0,1
0.62,2.225603047133229,0,1
0.63,-0.31982399108705767,0,1
0.64,0.781156291939658,0,1
0.65,-0.5792947134911501,0,1
0.66,1.6474058752690812,0,1
0.67,0.94741990012453,0,1
0.68,0.5374003853574653,0,1
0.6900000000000001,1.6385572813716913,0,1
0.7000000000000001,-0.7421905509606712,0,1
0.71,-1.1660858997053316,0,1
0.72,-1.444002409190041,0,1
0.73,1.2971421568519803,0,1
0.74,-0.30485848590251247,0,1
0.75,0.47039570700564126,0,1
0.76,1.2275711134436416,0,1
0.77,1.3804935641256024,0,1
0.78,-0.06001286475050851,0,1
0.79,-0.5354380559074091,0,1
0.8,-0.9859944374061039,0,1
0.81,1.0986498332195986,0,1
0.8200000000000001,0.5709583580544978,0,1
0.8300000000000001,-1.29411044965303,0,1
0.84,1.9731396594219694,0,1
0.85,0.9630443260341657,0,1
0.86,-1.5457770959486203,0,1
0.87,-0.3998132218550626,0,1
0.88,-0.20469387498100897,0,1
0.89,-1.2956308333213002,0,1
0.9,-1.7082416439372046,0,1
0.91,1.8994402831827082,0,1
0.92,-0.1687548487088229,0,1
0.93,1.042792926808014,0,1
0.9400000000000001,-1.2340141951584895,0,1
0.9500000000000001,-1.240811475324691,0,1
0.96,-0.6167356456974361,0,1
0.97,-0.6788406356452877,0,1
0.98,-1.7251332331725684,0,1
0.99,1.3174371894183374,0,1
1.0,0.03682677079520793,0,1
1.01,-1.2852499655865164,0,1
1.02,1.9705381651835874,0,1
1.03,0.7200153042035304,0,1
1.04,-1.195909938591952,0,1
1.05,0.9966028340032693,0,1
1.06,-1.481891273075579,0,1
1.07,1.465443432311382,0,1
1.08,-0.2885476638342833,0,1
1.09,1.400161601257006,0,1
1.1,0.6686114161701066,0,1
1.11,0.8005387678246405,0,1
1.12,-0.3302535890755268,0,1
1.1300000000000001,0.044830662838270544,0,1
1.1400000000000001,0.6204671924998917,0,1
1.1500000000000001,-0.8242290154919463,0,1
1.16,-0.4402506249954973,0,1
1.17,1.4242848308732465,0,1
1.18,-0.11491936345366789,0,1
1.19,1.0339462845813605,0,1
1.2,0.4466579443054933,0,1
1.21,0.6584797730997749,0,1
1.22,-0.9618485656235792,0,1
1.23,0.30680981307160304,0,1
1.24,-0.5334615404815781,0,1
1.25,-1.2780847491755896,0,1
1.26,0.8676992725811998,0,1
1.27,0.7143357318047563,0,1
1.28,-1.1753036644555699,0,1
1.29,0.7253324105443262,0,1
1.3,0.5671789266255952,0,1
1.31,1.4003191046744536,0,1
1.32,1.5475800524916727,0,1
1.33,1.7234233119501108,0,1
1.34,-1.5538974354641342,0,1
1.35,0.31477898520535214,0,1
1.36,-1.519930348048696,0,1
1.37,0.9639626626461967,0,1
1.3800000000000001,-1.7550615929710378,0,1
1.3900000000000001,1.2219174626080687,0,1
1.4000000000000001,0.2158855686208098,0,1
1.41,-1.2837099737682647,0,1
1.42,1.3122088961015066,0,1
1.43,0.32862257465490013,0,1
1.44,-2.1019904701403926,0,1
1.45,0.9656370524386898,0,1
1.46,-1.5528614480587042,0,1
1.47,2.449817089592162,0,1
1.48,0.9334802799318408,0,1
1.49,1.5347889631385006,0,1
1.5,-0.415228963721259,0,1
1.51,1.10269662232901,0,1
1.52,-0.3455335749372347,0,1
1.53,-0.06605356049589134,0,1
1.54,-1.8667951902037545,0,1
1.55,-1.6306731445480482,0,1
1.56,0.09199602452687514,0,1
1.57,0.6242373799156924,0,1
1.58,-0.22127410011466866,0,1
1.59,0.4271498561824675,0,1
1.6,0.4084506522641489,0,1
1.61,0.14636481461600245,0,1
1.62,-0.323677977750588,0,1
1.6300000000000001,-1.6576119226412454,0,1
1.6400000000000001,1.4456399153610018,0,1
1.6500000000000001,-0.3466093277072399,0,1
1.6600000000000001,-0.663200350504811,0,1
1.67,1.2768987432808734,0,1
1.68,0.02645907267772532,0,1
1.69,1.1105852245770154,0,1
1.7,1.998770114942262,0,1
1.71,1.3595144814063769,0,1
1.72,-0.8130980535282937,0,1
1.73,0.6999532851334826,0,1
1.74,-0.19573448238755367,0,1
1.75,1.3322990642283576,0,1
1.76,1.7429777653790732,0,1
1.77,0.69484227721653,0,1
1.78,0.34266056359373565,0,1
1.79,1.5657409098805524,0,1
1.8,-0.512593989546,0,1
1.81,0.5812690782779844,0,1
1.82,-0.34205248370499874,0,1
1.83,1.2637908304331384,0,1
1.84,-0.6581294113856093,0,1
1.85,0.012575255984438498,0,1
1.86,0.06075761281682004,0,1
1.87,-0.6271740547146343,0,1
1.8800000000000001,0.2403314865754488,0,1
1.8900000000000001,-0.7330050108377991,0,1
1.9000000000000001,-0.38749215007808496,0,1
1.9100000000000001,-2.0962307753997536,0,1
1.92,1.3041345680720209,0,1
1.93,1.2739047856645962,0,1
1.94,1.8506385125648401,0,1
1.95,-0.12546596952711275,0,1
1.96,-0.589099564505872,0,1
1.97,-0.20531585028879656,0,1
1.98,0.853769255707204,0,1
1.99,-0.7482230963905334,0,1
2.0,-0.5929269843198941,0,1
2.0100000000000002,1.0215382726907418,0,1
2.02,-0.34792260705919176,0,1
2.0300000000000002,0.1904302568512112,0,1
2.04,-1.643775529713246,0,1
2.05,-0.020055651083681784,0,1
2.06,0.649786921861659,0,1
2.07,0.228103607035593,0,1
2.08,-2.0244812026638224,0,1
2.09,0.9992947873339738,0,1
2.1,0.09752869167224952,0,1
2.11,-1.3098236503453564,0,1
2.12,-0.2074784241415845,0,1
2.13,0.21570784430381448,0,1
2.14,1.1801572496018642,0,1
2.15,0.377172709159632,0,1
2.16,-0.8178907486783286,0,1
2.17,-0.7260415854760447,0,1
2.18,0.2000622080143052,0,1
2.19,-0.7799219418854587,0,1
2.2,0.10182755904189733,0,1
2.21,-3.416004369721281,0,1
2.22,0.8012891108092551,0,1
2.23,-0.5937906468651678,0,1
2.24,-0.34229920866663205,0,1
2.25,0.41820446207327977,0,1
2.2600000000000002,-0.6731068990604263,0,1
2.27,0.16937501733391666,0,1
2.2800000000000002,-0.630749114992599,0,1
2.29,0.3440520891147362,0,1
2.3000000000000003,-0.07010839091230207,0,1
2.31,-1.0466694575683428,0,1
2.32,-2.327209441141512,0,1
2.33,1.9792019425854206,0,1
2.34,-1.7807926767796396,0,1
2.35,0.32236201283191773,0,1
2.36,0.0747322539070077,0,1
2.37,0.07989852362490908,0,1
2.38,-0.1323385782411836,0,1
2.39,-0.5232167642079315,0,1
2.4,1.995591827510487,0,1
2.41,0.09994401225746306,0,1
2.42,0.45635815648513295,0,1
2.43,0.3373926463211749,0,1
2.44,0.2631721305744907,0,1
2.45,-0.6822873875408438,0,1
2.46,0.9038774753560656,0,1
2.47,-0.10073819917179333,0,1
2.48,0.9466744904887715,0,1
2.49,1.2169747865397513,0,1
2.5,0.9936930969719349,0,1
2.5100000000000002,0.6961850250610512,0,1
2.52,-0.7028730988447867,0,1
2.5300000000000002,1.0813926035360604,0,1
2.54,-0.24959919862860305,0,1
2.5500000000000003,0.33905345879055776,0,1
2.56,1.42334261267306,0,1
2.57,-1.2617927301077538,0,1
2.58,0.5186400496150229,0,1
2.59,-0.6311785419114856,0,1
2.6,1.2779794897060976,0,1
2.61,-1.1084140299031633,0,1
2.62,-0.6787846660594362,0,1
2.63,-0.5496764259872504,0,1
2.64,1.1222864589898744,0,1
2.65,-1.5644943804745857,0,1
2.66,0.39653966161864257,0,1
2.67,-0.10521354905651967,0,1
2.68,-1.6370078722957846,0,1
2.69,0.23488756961488394,0,1
2.7,0.08503950650677698,0,1
2.71,-1.3797310543679604,0,1
2.72,-0.03076704993753748,0,1
2.73,-0.6584328068620574,0,1
2.74,0.03180817854750633,0,1
2.75,0.41424388121001177,0,1
2.7600000000000002,0.8932676914094368,0,1
2.77,-0.6392270050293103,0,1
2.7800000000000002,-0.21913777201668763,0,1
2.79,-0.24060828080712096,0,1
2.8000000000000003,0.19253855251974028,0,1
2.81,-0.13198197820598884,0,1
2.82,0.9652212471684279,0,1
2.83,-1.8111444649045447,0,1
2.84,-1.6350232132755897,0,1
2.85,-0.8192459802234107,0,1
2.86,-0.9851451440139034,0,1
2.87,0.44459454392431885,0,1
2.88,0.005686060064619494,0,1
2.89,0.4849593487717844,0,1
2.9,-0.00950451599466389,0,1
2.91,-1.23073599556497,0,1
2.92,0.74389056223627,0,1
2.93,0.8644928099939937,0,1
2.94,0.2292899375631385,0,1
2.95,-1.1209323918335776,0,1
2.96,0.8784637599308408,0,1
2.97,1.1510546450543007,0,1
2.98,-1.6999083100177832,0,1
2.99,-1.3192373845168188,0,1
3.0,-2.3185619251621747,0,1
3.0100000000000002,0.2948040915760162,0,0
3.02,0.11396376261591501,0,0
3.0300000000000002,1.0848157959803821,0,0
3.04,0.9218224771451821,0,0
3.0500000000000003,-0.4710629910318428,0,0
3.06,0.018720732790007286,0,0
3.0700000000000003,-0.29544918718527197,0,0
3.08,-0.12603181758439194,0,0
3.09,-1.8651330122572298,0,0
3.1,-1.9902919563754027,0,0
3.11,-0.09501154982355373,0,0
3.12,-0.9965496495756456,0,0
3.13,1.1324159913383949,0,0
3.14,-2.3100437873228654,0,0
3.15,0.8311136060830925,0,0
3.16,1.1626667365459031,0,0
3.17,-0.9757032792335278,0,0
3.18,-0.07963664447175578,0,0
3.19,-0.16022230369622048,0,0
3.2,-0.6602801611581056,0,0
3.21,-0.23851955424222793,0,0
3.22,-0.7060116795955163,0,0
3.23,0.2912317932324763,0,0
3.24,0.9012549087255111,0,0
3.25,-0.2831215611460474,0,0
3.2600000000000002,-0.23658275768136286,0,0
3.27,0.08345153736626489,0,0
3.2800000000000002,1.3463721562840043,0,0
3.29,1.307885592913075,0,0
3.3000000000000003,1.5575353677615844,0,0
3.31,-1.7612201767822517,0,0
3.3200000000000003,-1.403995027705952,0,0
3.33,-0.02036051678082027,0,0
3.34,-0.6671352953373616,0,0
3.35,0.3396429469919976,0,0
3.36,0.29955344064445605,0,0
3.37,-0.9107252393906213,0,0
3.38,0.7991521167759523,0,0
3.39,0.19525164182419072,0,0
3.4,-0.19703563464955678,0,0
3.41,-0.8908107125516445,0,0
3.42,-2.2997894458297305,0,0
3.43,-0.8688024681869522,0,0
3.44,0.1375507748665819,0,0
3.45,0.05912756580992249,0,0
