,A,F_V_rise,F_V_down
0.0,0.7020344169143897,0,1
0.01,0.36196053671938505,0,1
0.02,0.7561057534428154,0,1
0.03,0.6271116367371848,0,1
0.04,0.4481372719004965,0,1
0.05,-0.8498409480921316,0,1
0.06,0.6109584733235139,0,1
0.07,-1.5546618423990106,0,1
0.08,0.14357680611054768,0,1
0.09,-0.37228846003684846,0,1
0.1,0.382452187044693,0,1
0.11,0.3994558809365885,0,1
0.12,1.041317006375547,0,1
0.13,-0.007849497876603707,0,1
0.14,2.836529316723554,0,1
0.15,0.41053849301464773,0,1
0.16,0.8972150255354386,0,1
0.17,-2.772816375892991,0,1
0.18,-2.2249436920072987,0,1
0.19,0.0067894190444815075,0,1
0.2,0.07322431042752706,0,1
0.21,0.6446937666625645,0,1
0.22,1.9781279701260608,0,1
0.23,0.5739479086260706,0,1
0.24,-0.26112366123570563,0,1
0.25,-0.9334143967167272,0,1
0.26,-0.5661957884874776,0,1
0.27,0.4054487209909481,0,1
0.28,-1.0580248910980397,0,1
0.29,0.26332884618849806,0,1
0.3,-0.03859212690533722,0,1
0.31,0.9356914074959229,0,1
0.32,-0.5567123017603668,0,1
0.33,0.12380692418310665,0,1
0.34,-0.335390350687076,0,1
0.35000000000000003,0.5639098682562367,0,1
0.36,-0.15877094419119017,0,1
0.37,1.4293340835179256,0,1
0.38,-0.45071660652654416,0,1
0.39,1.5824259864357604,0,1
0.4,-0.13759210180333944,0,1
0.41000000000000003,-1.0153666272384059,0,1
0.42,1.3755238467830218,0,1
0.43,1.9901695559432881,0,1
0.44,-0.8954032725331189,0,1
0.45,0.3552383892492065,0,1
0.46,-0.46903257995580444,0,1
0.47000000000000003,0.42599481922784194,0,1
0.48,0.5282301611973789,0,1
0.49,-1.3948806709820238,0,1
0.5,0.785472764028551,0,1
0.51,1.5293053485324513,0,1
0.52,-0.30744919511094804,0,1
0.53,1.4638625096543374,0,1
0.54,0.1693801108873759,0,1
0.55,1.6512365410400671,0,1
0.56,-0.09879850475920085,0,1
0.5700000000000001,0.3563268539941976,0,1
0.58,0.8338281763259346,0,1
0.59,0.02292437872818777,0,1
0.6,-0.23507850220111748,0,1
0.61,-1.9831416498670023,0,1
0.62,1.419867826121307,0,1
0.63,1.1117748428401704,0,1
0.64,0.7738979915981709,0,1
0.65,0.9650893824656893,0,1
0.66,0.9331636484155433,0,1
0.67,0.3676289814335752,0,1
0.68,-0.5120241317460794,0,1
0.6900000000000001,-0.15604963787789508,0,1
0.7000000000000001,-1.1347491475333547,0,1
0.71,-0.9457784122821294,0,1
0.72,1.1487958391688513,0,1
0.73,0.5138659399221641,0,1
0.74,-2.745254073210821,0,1
0.75,-0.8538402072926952,0,1
0.76,-0.33213249871569656,0,1
0.77,-1.2751490149136273,0,1
0.78,-2.79358283214666,0,1
0.79,0.8979283610354045,0,1
0.8,-0.16043207677120624,0,1
0.81,1.0641076101577205,0,1
0.8200000000000001,-0.6905073346826424,0,1
0.8300000000000001,-0.16337706798220106,0,1
0.84,1.3458686749694624,0,1
0.85,-0.9984717477431613,0,1
0.86,-1.4825874669610308,0,1
0.87,0.2072733901219371,0,1
0.88,-0.41106164708168896,0,1
0.89,0.45365308907031776,0,1
0.9,-0.17250466711279522,0,1
0.91,0.17617020320772836,0,1
0.92,0.9528295014544262,0,1
0.93,-1.1198606734522734,0,1
